date,type,wine,bottle,sourceType,sourceName,drinkFrom,drinkUntil,note
2020-11-12,consume,brooks-pinot-noir-2014,brooks-pinot-noir-2014-c,,,,,Silky. Drinking well right now.
2020-11-12,consume,brooks-riesling-2014,brooks-riesling-2014-e,,,,,"Off-dry, lime and petrol. Excellent."
2020-11-16,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-b,,,,,Fruit starting to dry out at the edges.
2020-11-18,consume,brooks-riesling-2015,brooks-riesling-2015-k,,,,,Still tastes young. Years left in this.
2020-12-05,consume,brooks-pinot-noir-2014,brooks-pinot-noir-2014-h,,,,,Structured. Could have waited another two years.
2020-12-12,consume,brooks-riesling-2014,brooks-riesling-2014-k,,,,,"Off-dry, lime and petrol. Excellent."
2020-12-13,consume,brooks-pinot-noir-2014,brooks-pinot-noir-2014-k,,,,,Structured. Could have waited another two years.
2020-12-20,acquire,brooks-pinot-noir-2018,brooks-pinot-noir-2018-j,,winery club,,,
2020-12-20,acquire,brooks-pinot-noir-2018,brooks-pinot-noir-2018-k,,winery club,,,
2020-12-20,acquire,brooks-pinot-noir-2018,brooks-pinot-noir-2018-l,,winery club,,,
2020-12-20,acquire,brooks-riesling-2019,brooks-riesling-2019-j,,winery club,,,
2020-12-20,acquire,brooks-riesling-2019,brooks-riesling-2019-k,,winery club,,,
2020-12-20,acquire,brooks-riesling-2019,brooks-riesling-2019-l,,winery club,,,
2020-12-21,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-j,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2020-12-27,consume,california-assorted-cabernet-sauvignon-2016,california-assorted-cabernet-sauvignon-2016-c,,,,,Dried out. Held it too long.
2021-02-08,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-b,,,,,"Bright acid, light on its feet."
2021-03-12,assess,vitis-ridge-chardonnay-2019,,producer,Vitis Ridge,2021,2027,"Release notes. Cool and wet, producer-dependent."
2021-03-12,assess,vitis-ridge-fortissimo-2019,,producer,Vitis Ridge,2022,2034,"Release notes. Cool and wet, producer-dependent."
2021-03-12,assess,vitis-ridge-pinot-noir-2019,,producer,Vitis Ridge,2021,2024,"Release notes. Cool and wet, producer-dependent."
2021-03-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-a,,winery club,,,
2021-03-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-b,,winery club,,,
2021-03-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-c,,winery club,,,
2021-03-15,acquire,brooks-riesling-2020,brooks-riesling-2020-a,,winery club,,,
2021-03-15,acquire,brooks-riesling-2020,brooks-riesling-2020-b,,winery club,,,
2021-03-15,acquire,brooks-riesling-2020,brooks-riesling-2020-c,,winery club,,,
2021-03-18,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-a,,winery club,,,
2021-03-18,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-b,,winery club,,,
2021-03-22,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-a,,winery club,,,
2021-03-22,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-b,,winery club,,,
2021-03-22,acquire,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-a,,winery club,,,
2021-03-22,acquire,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-b,,winery club,,,
2021-04-12,assess,st-josef-s-pinot-noir-2019,,producer,St. Josef's,2021,2024,"Release notes. Cool and wet, producer-dependent."
2021-05-08,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-e,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2021-05-12,assess,vitis-ridge-tannin-s-blend-2019,,producer,Vitis Ridge,2021,2027,"Release notes. Cool and wet, producer-dependent."
2021-05-23,consume,brooks-riesling-2016,brooks-riesling-2016-i,,,,,Still tastes young. Years left in this.
2021-06-04,consume,brooks-riesling-2015,brooks-riesling-2015-c,,,,,"Off-dry, lime and petrol. Excellent."
2021-06-10,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-d,,winery club,,,
2021-06-10,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-e,,winery club,,,
2021-06-10,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-f,,winery club,,,
2021-06-10,acquire,brooks-riesling-2020,brooks-riesling-2020-d,,winery club,,,
2021-06-10,acquire,brooks-riesling-2020,brooks-riesling-2020-e,,winery club,,,
2021-06-10,acquire,brooks-riesling-2020,brooks-riesling-2020-f,,winery club,,,
2021-06-11,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-c,,winery club,,,
2021-06-11,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-d,,winery club,,,
2021-06-12,assess,brooks-pinot-noir-2019,,producer,Brooks,2024,2034,"Release notes. Cool and wet, producer-dependent."
2021-06-13,consume,california-assorted-cabernet-sauvignon-2016,california-assorted-cabernet-sauvignon-2016-b,,,,,Cassis and cedar. Solid.
2021-06-17,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-c,,winery club,,,
2021-06-17,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-d,,winery club,,,
2021-06-17,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-a,,winery club,,,
2021-06-17,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-b,,winery club,,,
2021-07-10,consume,brooks-riesling-2013,brooks-riesling-2013-k,,,,,"Off-dry, lime and petrol. Excellent."
2021-07-12,assess,brooks-riesling-2020,,producer,Brooks,2025,2035,"Release notes. Wildfire smoke, most pinot declassified or not bottled."
2021-07-25,consume,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-b,,,,,
2021-07-26,assess,vitis-ridge-tannin-s-blend-2019,,personal,me,2021,2029,Reassessed after opening one.
2021-07-28,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-c,,,,,"Bright acid, light on its feet."
2021-08-05,consume,lodi-assorted-zinfandel-2017,lodi-assorted-zinfandel-2017-a,,,,,
2021-08-23,consume,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-c,,,,,
2021-08-27,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-f,,,,,Silky. Drinking well right now.
2021-08-27,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-h,,,,,Silky. Drinking well right now.
2021-09-09,consume,brooks-riesling-2013,brooks-riesling-2013-b,,,,,"Off-dry, lime and petrol. Excellent."
2021-09-12,assess,paradis-vineyards-pinot-noir-2019,,producer,Paradis Vineyards,2021,2024,"Release notes. Cool and wet, producer-dependent."
2021-09-13,acquire,vitis-ridge-fortissimo-2019,vitis-ridge-fortissimo-2019-a,,winery club,,,
2021-09-13,acquire,vitis-ridge-fortissimo-2019,vitis-ridge-fortissimo-2019-b,,winery club,,,
2021-09-13,acquire,vitis-ridge-rose-of-pinot-noir-2019,vitis-ridge-rose-of-pinot-noir-2019-a,,winery club,,,
2021-09-13,acquire,vitis-ridge-rose-of-pinot-noir-2019,vitis-ridge-rose-of-pinot-noir-2019-b,,winery club,,,
2021-09-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-g,,winery club,,,
2021-09-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-h,,winery club,,,
2021-09-15,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-i,,winery club,,,
2021-09-15,acquire,brooks-riesling-2020,brooks-riesling-2020-g,,winery club,,,
2021-09-15,acquire,brooks-riesling-2020,brooks-riesling-2020-h,,winery club,,,
2021-09-15,acquire,brooks-riesling-2020,brooks-riesling-2020-i,,winery club,,,
2021-10-15,consume,brooks-riesling-2015,brooks-riesling-2015-j,,,,,Great acid. Held up better than expected.
2021-11-05,consume,brooks-riesling-2016,brooks-riesling-2016-a,,,,,Great acid. Held up better than expected.
2021-11-17,consume,brooks-riesling-2014,brooks-riesling-2014-b,,,,,Great acid. Held up better than expected.
2021-11-18,consume,brooks-riesling-2013,brooks-riesling-2013-h,,,,,Still tastes young. Years left in this.
2021-11-21,acquire,california-assorted-cabernet-sauvignon-2018,california-assorted-cabernet-sauvignon-2018-b,,gift,,,
2021-12-01,consume,lodi-assorted-zinfandel-2017,lodi-assorted-zinfandel-2017-b,,,,,"Jammy, high alcohol, exactly what it says."
2021-12-02,consume,brooks-pinot-noir-2013,brooks-pinot-noir-2013-i,,,,,Opened up after an hour. Cranberry and dried herb.
2021-12-04,consume,brooks-pinot-noir-2015,brooks-pinot-noir-2015-d,,,,,Structured. Could have waited another two years.
2021-12-09,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-e,,winery club,,,
2021-12-09,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-f,,winery club,,,
2021-12-13,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-j,,winery club,,,
2021-12-13,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-k,,winery club,,,
2021-12-13,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-l,,winery club,,,
2021-12-13,acquire,brooks-riesling-2020,brooks-riesling-2020-j,,winery club,,,
2021-12-13,acquire,brooks-riesling-2020,brooks-riesling-2020-k,,winery club,,,
2021-12-13,acquire,brooks-riesling-2020,brooks-riesling-2020-l,,winery club,,,
2021-12-13,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-e,,winery club,,,
2021-12-13,acquire,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-f,,winery club,,,
2021-12-13,acquire,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-c,,winery club,,,
2021-12-13,acquire,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-d,,winery club,,,
2021-12-26,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-g,,,,,
2022-01-16,consume,brooks-riesling-2017,brooks-riesling-2017-f,,,,,Great acid. Held up better than expected.
2022-01-22,consume,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-a,,,,,"Nutty, rounding out."
2022-01-23,assess,vitis-ridge-chardonnay-2019,,personal,me,2021,2024,Reassessed after opening one.
2022-03-05,consume,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-c,,,,,Big and chewy. Needs food.
2022-03-13,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-a,,winery club,,,
2022-03-13,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-b,,winery club,,,
2022-03-13,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-c,,winery club,,,
2022-03-13,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-d,,winery club,,,
2022-03-13,assess,vitis-ridge-marechal-foch-2021,,producer,Vitis Ridge,2022,2025,Window at purchase.
2022-03-15,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-a,,winery club,,,
2022-03-15,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-b,,winery club,,,
2022-03-15,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-a,,winery club,,,
2022-03-15,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-b,,winery club,,,
2022-03-15,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-a,,winery club,,,
2022-03-15,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-b,,winery club,,,
2022-03-15,assess,paradis-vineyards-marechal-foch-2021,,producer,Paradis Vineyards,2022,2025,Window at purchase.
2022-03-17,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-m,,winery club,,,
2022-03-17,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-n,,winery club,,,
2022-03-17,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-o,,winery club,,,
2022-03-17,acquire,brooks-riesling-2021,brooks-riesling-2021-a,,winery club,,,
2022-03-17,acquire,brooks-riesling-2021,brooks-riesling-2021-b,,winery club,,,
2022-03-17,acquire,brooks-riesling-2021,brooks-riesling-2021-c,,winery club,,,
2022-03-20,consume,brooks-riesling-2014,brooks-riesling-2014-j,,,,,Great acid. Held up better than expected.
2022-04-08,assess,paradis-vineyards-estate-marechal-foch-2021,,producer,Paradis Vineyards,2023,2027,Estate block. Built to hold longer than the regular bottling.
2022-04-12,assess,vitis-ridge-pinot-gris-2021,,producer,Vitis Ridge,2022,2026,"Release notes. June heat dome, concentrated."
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-a,,winery club,,,
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-b,,winery club,,,
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-c,,winery club,,,
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-d,,winery club,,,
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-e,,winery club,,,
2022-04-20,acquire,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-f,,winery club,,,
2022-05-04,consume,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-d,,,,,"Nutty, rounding out."
2022-05-18,consume,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-a,,,,,"Losing its edge, a bit flabby."
2022-05-23,consume,brooks-riesling-2017,brooks-riesling-2017-k,,,,,"Off-dry, lime and petrol. Excellent."
2022-06-11,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-c,,winery club,,,
2022-06-11,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-d,,winery club,,,
2022-06-11,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-c,,winery club,,,
2022-06-11,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-d,,winery club,,,
2022-06-11,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-g,,winery club,,,
2022-06-11,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-h,,winery club,,,
2022-06-11,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-c,,winery club,,,
2022-06-11,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-d,,winery club,,,
2022-06-11,acquire,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-a,,winery club,,,
2022-06-11,acquire,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-b,,winery club,,,
2022-06-11,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-e,,winery club,,,
2022-06-11,acquire,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-f,,winery club,,,
2022-06-11,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-k,,,,,Opened up after an hour. Cranberry and dried herb.
2022-06-12,assess,paradis-vineyards-pinot-gris-2021,,producer,Paradis Vineyards,2022,2026,"Release notes. June heat dome, concentrated."
2022-06-12,assess,paradis-vineyards-riesling-2021,,producer,Paradis Vineyards,2026,2036,"Release notes. June heat dome, concentrated."
2022-06-12,assess,vitis-ridge-rose-of-pinot-noir-2021,,producer,Vitis Ridge,2022,2025,"Release notes. June heat dome, concentrated."
2022-06-19,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-p,,winery club,,,
2022-06-19,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-q,,winery club,,,
2022-06-19,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-r,,winery club,,,
2022-06-19,acquire,brooks-riesling-2021,brooks-riesling-2021-d,,winery club,,,
2022-06-19,acquire,brooks-riesling-2021,brooks-riesling-2021-e,,winery club,,,
2022-06-19,acquire,brooks-riesling-2021,brooks-riesling-2021-f,,winery club,,,
2022-06-22,consume,brooks-riesling-2014,brooks-riesling-2014-h,,,,,Honeyed now. Turning the corner but lovely.
2022-07-02,consume,california-assorted-cabernet-sauvignon-2016,california-assorted-cabernet-sauvignon-2016-d,,,,,Grocery store cab doing grocery store cab things.
2022-07-07,consume,brooks-riesling-2016,brooks-riesling-2016-d,,,,,"Off-dry, lime and petrol. Excellent."
2022-07-19,consume,brooks-riesling-2021,brooks-riesling-2021-e,,,,,"Off-dry, lime and petrol. Excellent."
2022-07-20,acquire,lodi-assorted-zinfandel-2018,lodi-assorted-zinfandel-2018-b,,gift,,,
2022-07-20,assess,brooks-riesling-2021,,personal,me,2026,2038,Reassessed after opening one.
2022-07-30,consume,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-a,,,,,"Opened on the deck before it was ready. Grapey, a little raw."
2022-08-03,consume,brooks-riesling-2015,brooks-riesling-2015-d,,,,,
2022-08-06,consume,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-c,,,,,Pear and citrus. Crisp.
2022-08-08,consume,brooks-riesling-2016,brooks-riesling-2016-g,,,,,Still tastes young. Years left in this.
2022-08-12,assess,brooks-riesling-2021,,producer,Brooks,2026,2036,"Release notes. June heat dome, concentrated."
2022-08-12,consume,vitis-ridge-rose-of-pinot-noir-2019,vitis-ridge-rose-of-pinot-noir-2019-a,,,,,
2022-08-16,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-f,,,,,Earthier than I remembered. Good with the mushroom pasta.
2022-08-17,assess,paradis-vineyards-pinot-noir-2019,,personal,me,2021,2025,Reassessed after opening one.
2022-08-22,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-d,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2022-09-18,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-e,,winery club,,,
2022-09-18,acquire,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-f,,winery club,,,
2022-09-20,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-s,,winery club,,,
2022-09-20,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-t,,winery club,,,
2022-09-20,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-u,,winery club,,,
2022-09-20,acquire,brooks-riesling-2021,brooks-riesling-2021-g,,winery club,,,
2022-09-20,acquire,brooks-riesling-2021,brooks-riesling-2021-h,,winery club,,,
2022-09-20,acquire,brooks-riesling-2021,brooks-riesling-2021-i,,winery club,,,
2022-09-22,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-e,,winery club,,,
2022-09-22,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-f,,winery club,,,
2022-09-22,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-i,,winery club,,,
2022-09-22,acquire,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-j,,winery club,,,
2022-09-22,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-c,,winery club,,,
2022-09-22,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-d,,winery club,,,
2022-10-04,consume,brooks-riesling-2016,brooks-riesling-2016-c,,,,,"Off-dry, lime and petrol. Excellent."
2022-10-07,consume,vitis-ridge-chardonnay-2019,vitis-ridge-chardonnay-2019-e,,,,,"Nutty, rounding out."
2022-10-17,acquire,st-josef-s-pinot-noir-2019,st-josef-s-pinot-noir-2019-a,,winery club,,,
2022-10-17,acquire,st-josef-s-pinot-noir-2019,st-josef-s-pinot-noir-2019-b,,winery club,,,
2022-10-28,consume,lodi-assorted-zinfandel-2018,lodi-assorted-zinfandel-2018-b,,,,,Brambly and warm. Good on a cold night.
2022-11-14,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-d,,,,,Opened up after an hour. Cranberry and dried herb.
2022-11-18,consume,brooks-riesling-2017,brooks-riesling-2017-d,,,,,
2022-11-19,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-h,,,,,Structured. Could have waited another two years.
2022-11-21,consume,brooks-pinot-noir-2012,brooks-pinot-noir-2012-h,,,,,Structured. Could have waited another two years.
2022-12-04,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-f,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2022-12-06,consume,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-d,,,,,Structured. Could have waited another two years.
2022-12-15,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-a,,,,,Silky. Drinking well right now.
2022-12-16,consume,brooks-pinot-noir-2017,brooks-pinot-noir-2017-a,,,,,
2022-12-16,consume,brooks-riesling-2016,brooks-riesling-2016-k,,,,,"Off-dry, lime and petrol. Excellent."
2022-12-17,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-g,,winery club,,,
2022-12-17,acquire,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-h,,winery club,,,
2022-12-17,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-e,,winery club,,,
2022-12-17,acquire,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-f,,winery club,,,
2022-12-17,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-e,,winery club,,,
2022-12-17,acquire,paradis-vineyards-riesling-2021,paradis-vineyards-riesling-2021-f,,winery club,,,
2022-12-17,consume,lodi-assorted-zinfandel-2018,lodi-assorted-zinfandel-2018-a,,,,,Brambly and warm. Good on a cold night.
2022-12-18,acquire,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-c,,winery club,,,
2022-12-18,acquire,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-d,,winery club,,,
2022-12-18,acquire,vitis-ridge-rose-of-pinot-noir-2021,vitis-ridge-rose-of-pinot-noir-2021-a,,winery club,,,
2022-12-18,acquire,vitis-ridge-rose-of-pinot-noir-2021,vitis-ridge-rose-of-pinot-noir-2021-b,,winery club,,,
2022-12-18,consume,vitis-ridge-tannin-s-blend-2019,vitis-ridge-tannin-s-blend-2019-d,,,,,Big and chewy. Needs food.
2022-12-20,consume,brooks-riesling-2018,brooks-riesling-2018-k,,,,,"Off-dry, lime and petrol. Excellent."
2022-12-21,assess,brooks-riesling-2018,,personal,me,2023,2035,Reassessed after opening one.
2022-12-22,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-v,,winery club,,,
2022-12-22,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-w,,winery club,,,
2022-12-22,acquire,brooks-pinot-noir-2019,brooks-pinot-noir-2019-x,,winery club,,,
2022-12-22,acquire,brooks-riesling-2021,brooks-riesling-2021-j,,winery club,,,
2022-12-22,acquire,brooks-riesling-2021,brooks-riesling-2021-k,,winery club,,,
2022-12-22,acquire,brooks-riesling-2021,brooks-riesling-2021-l,,winery club,,,
2023-01-23,assess,brooks-riesling-2020,,critic,Northwest Cellar Notes,2025,2034,"Wildfire smoke, most pinot declassified or not bottled."
2023-02-19,assess,paradis-vineyards-pinot-noir-2019,,critic,Northwest Cellar Notes,2021,2027,Retrospective tasting. More life left than earlier notes suggested.
2023-03-04,consume,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-b,,,,,Pear and citrus. Crisp.
2023-03-10,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-a,,winery club,,,
2023-03-10,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-b,,winery club,,,
2023-03-10,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-a,,winery club,,,
2023-03-10,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-b,,winery club,,,
2023-03-10,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-a,,winery club,,,
2023-03-10,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-b,,winery club,,,
2023-03-10,assess,paradis-vineyards-marechal-foch-2022,,producer,Paradis Vineyards,2023,2026,Window at purchase.
2023-03-16,acquire,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-a,,winery club,,,
2023-03-16,acquire,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-b,,winery club,,,
2023-03-16,acquire,vitis-ridge-riesling-2022,vitis-ridge-riesling-2022-a,,winery club,,,
2023-03-16,acquire,vitis-ridge-riesling-2022,vitis-ridge-riesling-2022-b,,winery club,,,
2023-03-16,acquire,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-a,,winery club,,,
2023-03-16,acquire,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-b,,winery club,,,
2023-04-12,assess,paradis-vineyards-riesling-2022,,producer,Paradis Vineyards,2027,2037,"Release notes. April frost, small crop, high quality."
2023-04-12,assess,vitis-ridge-marechal-foch-2022,,producer,Vitis Ridge,2023,2026,"Release notes. April frost, small crop, high quality."
2023-04-22,assess,st-josef-s-pinot-noir-2021,,critic,Cascadia Wine Review,2023,2025,"June heat dome, concentrated."
2023-05-12,assess,vitis-ridge-chardonnay-2021,,producer,Vitis Ridge,2023,2031,"Release notes. June heat dome, concentrated."
2023-05-12,assess,vitis-ridge-pinot-noir-2021,,producer,Vitis Ridge,2023,2026,"Release notes. June heat dome, concentrated."
2023-05-12,assess,vitis-ridge-rose-of-pinot-noir-2022,,producer,Vitis Ridge,2023,2026,"Release notes. April frost, small crop, high quality."
2023-06-03,consume,brooks-riesling-2017,brooks-riesling-2017-b,,,,,Still tastes young. Years left in this.
2023-06-12,assess,st-josef-s-pinot-noir-2021,,producer,St. Josef's,2023,2026,"Release notes. June heat dome, concentrated."
2023-06-12,assess,vitis-ridge-fortissimo-2021,,producer,Vitis Ridge,2024,2038,"Release notes. June heat dome, concentrated."
2023-06-15,acquire,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-c,,winery club,,,
2023-06-15,acquire,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-d,,winery club,,,
2023-06-15,acquire,vitis-ridge-fortissimo-2021,vitis-ridge-fortissimo-2021-a,,winery club,,,
2023-06-15,acquire,vitis-ridge-fortissimo-2021,vitis-ridge-fortissimo-2021-b,,winery club,,,
2023-06-15,acquire,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-a,,winery club,,,
2023-06-15,acquire,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-b,,winery club,,,
2023-06-17,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-c,,winery club,,,
2023-06-17,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-d,,winery club,,,
2023-06-17,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-c,,winery club,,,
2023-06-17,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-d,,winery club,,,
2023-06-17,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-c,,winery club,,,
